Brand,Model_No,SubmitStatus,Config,Country,Power Input (kW),Cooling Capacity (kW),Refrigerant,Type,Variable Output Compressor,IMG
ACTRON AIR,CRQ4-19AS / ERQ4-19AS,Approved,Ducted,Australia,5.1,17,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/86204c6e2a47?text=ACTRON AIRCRQ4-19AS / ERQ4-19AS
ACTRON AIR,CRQ4-19AS / FRQ4-19AS & ARV4-19AS,Approved,Ducted,Australia,5.1,17,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/17db7a799fd11?text=ACTRON AIRCRQ4-19AS / FRQ4-19AS & ARV4-19AS
MITSUBISHI HEAVY INDUSTRIES,DXK24ZRA-W / DXC24ZRA-W,Approved,Non Ducted,Thailand,1.84,7.1,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/a0793d82bfb16?text=MITSUBISHI HEAVY INDUSTRIESDXK24ZRA-W / DXC24ZRA-W
MITSUBISHI HEAVY INDUSTRIES,SRK71ZRA-W / SRC71ZRA-W,Approved,Non Ducted,Thailand,1.84,7.1,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/c9d73002b04e?text=MITSUBISHI HEAVY INDUSTRIESSRK71ZRA-W / SRC71ZRA-W
MITSUBISHI HEAVY INDUSTRIES,SRK/DXK_71/24ZRA-W,Approved,Non Ducted,Thailand,1.84,7.1,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/d0a321394c8c?text=MITSUBISHI HEAVY INDUSTRIESSRK/DXK_71/24ZRA-W
Carrier,42SHDV125 / 38SHDV125,Approved,Ducted,China,3.82,12.8,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/bae2aa412f53?text=Carrier42SHDV125 / 38SHDV125
Carrier,42SHDV140 / 38SHDV140,Approved,Ducted,China,4.18,14.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/59542c0c8dfe?text=Carrier42SHDV140 / 38SHDV140
Carrier,42SHDV165 / 38SHDV165,Approved,Ducted,China,4.94,16.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/de28bc251bba?text=Carrier42SHDV165 / 38SHDV165
Diamond,RT018,Approved,Ducted,Australia,5.6,18,R407C,Cooling Only,,http://via.placeholder.com/150/89a325760578?text=DiamondRT018
MITSUBISHI HEAVY INDUSTRIES,DXK28ZRA-W / DXC28ZRA-W,Approved,Non Ducted,Thailand,2.22,8,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/4c674af4694b?text=MITSUBISHI HEAVY INDUSTRIESDXK28ZRA-W / DXC28ZRA-W
MITSUBISHI HEAVY INDUSTRIES,SRK80ZRA-W / SRC80ZRA-W,Approved,Non Ducted,Thailand,2.22,8,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/e351fcf7527c?text=MITSUBISHI HEAVY INDUSTRIESSRK80ZRA-W / SRC80ZRA-W
MITSUBISHI HEAVY INDUSTRIES,SRK/DXK_80/28_ZRA-W,Approved,Non Ducted,Thailand,2.22,8,R32,Reverse Cycle,TRUE,http://via.placeholder.com/150/f645c189919c17?text=MITSUBISHI HEAVY INDUSTRIESSRK/DXK_80/28_ZRA-W
Carrier,42TSC052 / 38TSC052,Approved,Non Ducted,China,1.5,5.2,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c401a105a07de?text=Carrier42TSC052 / 38TSC052
Carrier,42TSC070 / 38TSC070,Approved,Non Ducted,China,2.02,7,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/ddff788dab71?text=Carrier42TSC070 / 38TSC070
Carrier,42TSC090 / 38TSC090,Approved,Non Ducted,China,2.55,8.9,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/0f70cbf076e9?text=Carrier42TSC090 / 38TSC090
Carrier,42TSC100 / 38TSC100,Approved,Non Ducted,China,3,9.9,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/26edd144fc498?text=Carrier42TSC100 / 38TSC100
Carrier,42TSC125 / 38TSC125,Approved,Non Ducted,China,3.68,12.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/e58aab409d81?text=Carrier42TSC125 / 38TSC125
Carrier,42TSC135 / 38TSC135,Approved,Non Ducted,China,4.07,13.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/19886d4fcd53?text=Carrier42TSC135 / 38TSC135
Diamond,RT030,Approved,Ducted,Australia,9.28,30.22,R407C,Cooling Only,,http://via.placeholder.com/150/06c150133b57?text=DiamondRT030
Diamond,WH007,Approved,Ducted,Australia,1.62,7,R407C,Cooling Only,,http://via.placeholder.com/150/f62444ca7c33?text=DiamondWH007
TECO,TWW22HFCG,Approved,Non Ducted,China,0.66,2.2,R32,Reverse Cycle,,http://via.placeholder.com/150/c4b5b1213edcd?text=TECOTWW22HFCG
PROMA,PRO-25T,Approved,Non Ducted,China,0.72,2.7,R410A,Reverse Cycle,,http://via.placeholder.com/150/cb11929014b9?text=PROMAPRO-25T
Nexair,FS9000-NEX,Approved,Non Ducted,China,0.72,2.7,R410A,Reverse Cycle,,http://via.placeholder.com/150/375b0a473486?text=NexairFS9000-NEX
TECO,TWW22CFCG,Approved,Non Ducted,China,0.66,2.2,R32,Cooling Only,,http://via.placeholder.com/150/39c0bc1765cc?text=TECOTWW22CFCG
PROMA,PRO-32T,Approved,Non Ducted,China,0.86,3.3,R410A,Reverse Cycle,,http://via.placeholder.com/150/86204c6e2a47?text=PROMAPRO-32T
Carrier,42QHF092 / 38QHF092,Approved,Non Ducted,China,2.88,9.2,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/17db7a799fd11?text=Carrier42QHF092 / 38QHF092
Toshiba,RAV-SM304MUT-E / RAV-SM304ATP-A,Approved,Non Ducted,Japan;Thailand,0.59,2.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/a0793d82bfb16?text=ToshibaRAV-SM304MUT-E / RAV-SM304ATP-A
Toshiba,RAV-SM404MUT-E / RAV-SM404ATP-A,Approved,Non Ducted,Japan;Thailand,0.9,3.6,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c9d73002b04e?text=ToshibaRAV-SM404MUT-E / RAV-SM404ATP-A
TECO,TWW27HFCG,Approved,Non Ducted,China,0.81,2.7,R32,Reverse Cycle,,http://via.placeholder.com/150/d0a321394c8c?text=TECOTWW27HFCG
TECO,TWW40HFCG,Approved,Non Ducted,China,1.18,3.9,R32,Reverse Cycle,,http://via.placeholder.com/150/bae2aa412f53?text=TECOTWW40HFCG
TECO,TWW27CFCG,Approved,Non Ducted,China,0.81,2.7,R32,Cooling Only,,http://via.placeholder.com/150/59542c0c8dfe?text=TECOTWW27CFCG
TECO,TWW40CFCG,Approved,Non Ducted,China,1.18,3.9,R32,Cooling Only,,http://via.placeholder.com/150/de28bc251bba?text=TECOTWW40CFCG
TECO,TWW53HFCG,Approved,Non Ducted,China,1.6,5.3,R32,Reverse Cycle,,http://via.placeholder.com/150/89a325760578?text=TECOTWW53HFCG
TECO,TWW60HFCG,Approved,Non Ducted,China,1.81,6,R32,Reverse Cycle,,http://via.placeholder.com/150/4c674af4694b?text=TECOTWW60HFCG
TECO,TWW53CFCG,Approved,Non Ducted,China,1.6,5.3,R32,Cooling Only,,http://via.placeholder.com/150/e351fcf7527c?text=TECOTWW53CFCG
TECO,TWW60CFCG,Approved,Non Ducted,China,1.81,6,R32,Cooling Only,,http://via.placeholder.com/150/f645c189919c17?text=TECOTWW60CFCG
GREE,GMV-335WM/B-X(A) / GMV-ND56PHS/B1-T,Approved,Ducted,China,10.41,33.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c401a105a07de?text=GREEGMV-335WM/B-X(A) / GMV-ND56PHS/B1-T
TCL,TAC-12CHSA/DWIFOW4,Approved,Non Ducted,China,0.7,3.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/ddff788dab71?text=TCLTAC-12CHSA/DWIFOW4
TCL,TAC-12CHSA/GLIFOW4,Approved,Non Ducted,China,0.7,3.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/0f70cbf076e9?text=TCLTAC-12CHSA/GLIFOW4
TCL,TAC-12CHSA/HAIFOW4,Approved,Non Ducted,China,0.7,3.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/26edd144fc498?text=TCLTAC-12CHSA/HAIFOW4
TCL,TAC-12CHSA/HCIFOW4,Approved,Non Ducted,China,0.7,3.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/e58aab409d81?text=TCLTAC-12CHSA/HCIFOW4
TCL,TAC-12CHSA/HDIFOW4,Approved,Non Ducted,China,0.7,3.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/19886d4fcd53?text=TCLTAC-12CHSA/HDIFOW4
TCL,TAC-12CHSA/IAIFOW4,Approved,Non Ducted,China,0.7,3.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/06c150133b57?text=TCLTAC-12CHSA/IAIFOW4
TCL,TAC-12CHSA/*IFOW4,Approved,Non Ducted,China,0.7,3.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/f62444ca7c33?text=TCLTAC-12CHSA/*IFOW4
TCL,TAC-12CHSA/JAIFOW4,Approved,Non Ducted,China,0.7,3.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c4b5b1213edcd?text=TCLTAC-12CHSA/JAIFOW4
TCL,TAC-12CHSA/JCIFOW4,Approved,Non Ducted,China,0.7,3.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/cb11929014b9?text=TCLTAC-12CHSA/JCIFOW4
TCL,TAC-12CHSA/JEIFOW4,Approved,Non Ducted,China,0.7,3.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/375b0a473486?text=TCLTAC-12CHSA/JEIFOW4
TCL,TAC-12CHSA/KAIFOW4,Approved,Non Ducted,China,0.7,3.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/39c0bc1765cc?text=TCLTAC-12CHSA/KAIFOW4
TCL,TAC-12CHSA/KCIFOW4,Approved,Non Ducted,China,0.7,3.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/86204c6e2a47?text=TCLTAC-12CHSA/KCIFOW4
TCL,TAC-12CHSA/KDIFOW4,Approved,Non Ducted,China,0.7,3.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/17db7a799fd11?text=TCLTAC-12CHSA/KDIFOW4
TCL,TAC-12CHSA/KEIFOW4,Approved,Non Ducted,China,0.7,3.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/a0793d82bfb16?text=TCLTAC-12CHSA/KEIFOW4
TCL,TAC-12CHSA/LCIFOW4,Approved,Non Ducted,China,0.7,3.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c9d73002b04e?text=TCLTAC-12CHSA/LCIFOW4
TCL,TAC-12CHSA/LEIFOW4,Approved,Non Ducted,China,0.7,3.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/d0a321394c8c?text=TCLTAC-12CHSA/LEIFOW4
TCL,TAC-12CHSA/SEIFOW4,Approved,Non Ducted,China,0.7,3.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/bae2aa412f53?text=TCLTAC-12CHSA/SEIFOW4
TCL,TAC-12CHSA/YKIFOW4,Approved,Non Ducted,China,0.7,3.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/59542c0c8dfe?text=TCLTAC-12CHSA/YKIFOW4
Haier,ADH105H1ERG / 1UH105N1ERG,Approved,Ducted,China,3,10.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/de28bc251bba?text=HaierADH105H1ERG / 1UH105N1ERG
Haier,ADH125H1ERG / 1UH125P1ERG,Approved,Ducted,China,3.57,12.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/89a325760578?text=HaierADH125H1ERG / 1UH125P1ERG
Haier,ADH140H1ERG / 1UH140P1ERG,Approved,Ducted,China,4.11,14,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/4c674af4694b?text=HaierADH140H1ERG / 1UH140P1ERG
FUJITSU,ABTA30LBT - AOTA30LGTL,Approved,Non Ducted,Thailand,2.57,8.5,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/e351fcf7527c?text=FUJITSUABTA30LBT - AOTA30LGTL
FUJITSU,ABTA36LAT/AOTA36LCTL,Approved,Non Ducted,Thailand,3.11,10,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/f645c189919c17?text=FUJITSUABTA36LAT/AOTA36LCTL
Panasonic,CS-E9QD3RW/CU-E9QD3R,Approved,Ducted,Malaysia,0.65,2.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c401a105a07de?text=PanasonicCS-E9QD3RW/CU-E9QD3R
LENNOX,E014AH055,Approved,Ducted,France,15.44,52.34,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/ddff788dab71?text=LENNOXE014AH055
Panasonic,CS-E18SD3RW/CU-E18SD3R,Approved,Ducted,Malaysia,1.5,5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/0f70cbf076e9?text=PanasonicCS-E18SD3RW/CU-E18SD3R
Panasonic,CS-E9SD3RW/CU-E9SD3R,Approved,Ducted,Malaysia,0.62,2.6,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/f645c199919c18?text=PanasonicCS-E9SD3RW/CU-E9SD3R
Panasonic,CS-E12SD3RW/CU-E12SD3R,Approved,Ducted,Malaysia,1.03,3.7,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c401a115a07de?text=PanasonicCS-E12SD3RW/CU-E12SD3R
Panasonic,CS-E9SB4RW/CU-E9SB4R,Approved,Non Ducted,Malaysia,0.55,2.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/ddff798dab72?text=PanasonicCS-E9SB4RW/CU-E9SB4R
FUJITSU,ARTA30LBTU / AOTA30LGTL,Approved,Ducted,Thailand,2.65,8.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/0f70cbf076e10?text=FUJITSUARTA30LBTU / AOTA30LGTL
Stirling,STR-TCLAC12,Approved,Non Ducted,China,0.7,3.3,R410A,Reverse Cycle,,http://via.placeholder.com/150/26edd154fc499?text=StirlingSTR-TCLAC12
Mitsubishi Electric,MSZ-GE25VAD2-A,Approved,Non Ducted,Thailand,0.56,2.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/e58aab409d82?text=Mitsubishi ElectricMSZ-GE25VAD2-A
Mitsubishi Electric,MSZ-GE35VAD2-A,Approved,Non Ducted,Thailand,0.92,3.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/19886d4fcd54?text=Mitsubishi ElectricMSZ-GE35VAD2-A
Mitsubishi Electric,MSZ-GE42VAD2-A,Approved,Non Ducted,Thailand,1.26,4.2,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/06c151133b58?text=Mitsubishi ElectricMSZ-GE42VAD2-A
Mitsubishi Electric,MSZ-GE50VAD2-A,Approved,Non Ducted,Thailand,1.48,4.8,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/f62445ca7c34?text=Mitsubishi ElectricMSZ-GE50VAD2-A
LENNOX,AWH012SNM1T,Approved,Ducted,France,3.13,11.2,R410A,Reverse Cycle,,http://via.placeholder.com/150/c4b5b1313edcd?text=LENNOXAWH012SNM1T
LENNOX,AWH015SNM1M,Approved,Ducted,France,3.65,14.51,R410A,Reverse Cycle,,http://via.placeholder.com/150/cb11939014b10?text=LENNOXAWH015SNM1M
LENNOX,AWH018SNM1M,Approved,Ducted,France,4.25,17,R410A,Reverse Cycle,,http://via.placeholder.com/150/375b0a473487?text=LENNOXAWH018SNM1M
LENNOX,AWH020SNM1M,Approved,Ducted,France,4.71,19,R410A,Reverse Cycle,,http://via.placeholder.com/150/39c0bc1765cc?text=LENNOXAWH020SNM1M
MITSUBISHI HEAVY INDUSTRIES,FDUA125VF/FDC125VSX,Approved,Ducted,Thailand,3.83,12.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/86204c6e2a48?text=MITSUBISHI HEAVY INDUSTRIESFDUA125VF/FDC125VSX
DAIKIN,FVXS25R / RXS25R,Approved,Non Ducted,Thailand,0.59,2.46,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/17db7a799fd12?text=DAIKINFVXS25R / RXS25R
DAIKIN,FVXS35R / RXS35R,Approved,Non Ducted,Thailand,0.91,3.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/a0793d82bfb17?text=DAIKINFVXS35R / RXS35R
DAIKIN,FVXS45R / RXS45R,Approved,Non Ducted,Thailand,1.35,4.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c9d73102b04e?text=DAIKINFVXS45R / RXS45R
DAIKIN,FVXS50R / RXS50R,Approved,Non Ducted,Thailand,1.29,5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/d0a322394c8c?text=DAIKINFVXS50R / RXS50R
HITACHI,RAS-50YHA4/RAC-50YHA4,Approved,Non Ducted,Malaysia,1.48,5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/bae2aa412f54?text=HITACHIRAS-50YHA4/RAC-50YHA4
ACTRON AIR,PCG290L,Approved,Ducted,Australia,8.45,28.3,R410A,Reverse Cycle,,http://via.placeholder.com/150/59542c0c8dfe?text=ACTRON AIRPCG290L
ACTRON AIR,PCG290R,Approved,Ducted,Australia,8.45,28.3,R410A,Reverse Cycle,,http://via.placeholder.com/150/de28bc251bba?text=ACTRON AIRPCG290R
ACTRON AIR,PCG290U,Approved,Ducted,Australia,8.45,28.3,R410A,Reverse Cycle,,http://via.placeholder.com/150/89a326760579?text=ACTRON AIRPCG290U
ACTRON AIR,SCA290C / SCG290E,Approved,Ducted,Australia,8.45,28.3,R410A,Reverse Cycle,,http://via.placeholder.com/150/4c674af4694b?text=ACTRON AIRSCA290C / SCG290E
ACTRON AIR,PCG400L,Approved,Ducted,Australia,12.761,39.2,R410A,Reverse Cycle,,http://via.placeholder.com/150/e351fcf7527c?text=ACTRON AIRPCG400L
ACTRON AIR,PCG400R,Approved,Ducted,Australia,12.761,39.2,R410A,Reverse Cycle,,http://via.placeholder.com/150/f645c199919c18?text=ACTRON AIRPCG400R
ACTRON AIR,PCG400U,Approved,Ducted,Australia,12.761,39.2,R410A,Reverse Cycle,,http://via.placeholder.com/150/c401a115a07de?text=ACTRON AIRPCG400U
ACTRON AIR,SCA400C / SCG400E,Approved,Ducted,Australia,12.761,39.2,R410A,Reverse Cycle,,http://via.placeholder.com/150/ddff798dab72?text=ACTRON AIRSCA400C / SCG400E
ACTRON AIR,PCA300U,Approved,Ducted,Australia,8.5,27.7,R410A,Reverse Cycle,,http://via.placeholder.com/150/0f70cbf076e10?text=ACTRON AIRPCA300U
ACTRON AIR,SCA300C / SCA300E,Approved,Ducted,Australia,8.5,27.7,R410A,Reverse Cycle,,http://via.placeholder.com/150/26edd154fc499?text=ACTRON AIRSCA300C / SCA300E
MITSUBISHI HEAVY INDUSTRIES,SRK24YRA-W / SRC24YRA-W,Approved,Non Ducted,Thailand,1.84,7.1,R32,Cooling Only,TRUE,http://via.placeholder.com/150/e58aab409d82?text=MITSUBISHI HEAVY INDUSTRIESSRK24YRA-W / SRC24YRA-W
ACTRON AIR,PCG300L,Approved,Ducted,Australia,8.55,28.2,R410A,Reverse Cycle,,http://via.placeholder.com/150/19886d4fcd54?text=ACTRON AIRPCG300L
ACTRON AIR,PCG300L/R,Approved,Ducted,Australia,8.55,28.2,R410A,Reverse Cycle,,http://via.placeholder.com/150/06c151133b58?text=ACTRON AIRPCG300L/R
ACTRON AIR,PCG300R,Approved,Ducted,Australia,8.55,28.2,R410A,Reverse Cycle,,http://via.placeholder.com/150/f62445ca7c34?text=ACTRON AIRPCG300R
PANASONIC,S-140PU2E5A/U-140PE1R8A,Approved,Non Ducted,China,4.24,14,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c4b5b1313edcd?text=PANASONICS-140PU2E5A/U-140PE1R8A
PANASONIC,S-140PU2E5A/U-140PE1R5A,Approved,Non Ducted,China,4.24,14,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/cb11939014b10?text=PANASONICS-140PU2E5A/U-140PE1R5A
Haier,AS26TB1HRA / 1U26BA1ERA,Approved,Non Ducted,China,0.69,2.65,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/375b0a473487?text=HaierAS26TB1HRA / 1U26BA1ERA
Haier,AS53TD1HRA / 1U53RA1ERA,Approved,Non Ducted,China,1.58,5.2,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/39c0bc1765cc?text=HaierAS53TD1HRA / 1U53RA1ERA
MITSUBISHI ELECTRIC,MSZ-EF35VE2W,Approved,Non Ducted,Thailand,0.91,3.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/86204c6e2a48?text=MITSUBISHI ELECTRICMSZ-EF35VE2W
MITSUBISHI ELECTRIC,MSZ-EF35VE2B,Approved,Non Ducted,Thailand,0.91,3.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/17db7a799fd12?text=MITSUBISHI ELECTRICMSZ-EF35VE2B
Mitsubishi Electric,MSZ-EF35VE2S,Approved,Non Ducted,Thailand,0.91,3.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/a0793d82bfb17?text=Mitsubishi ElectricMSZ-EF35VE2S
Kogan,KASSAIR25GA,Approved,Non Ducted,China,0.675,2.6,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c9d73102b04e?text=KoganKASSAIR25GA
SPECIALIZED ENGINEERING,APH028HA3A,Approved,Ducted,Australia,8.75,27.29,R410A,Reverse Cycle,,http://via.placeholder.com/150/d0a322394c8c?text=SPECIALIZED ENGINEERINGAPH028HA3A
SPECIALIZED ENGINEERING,APH033HA3A,Approved,Ducted,Australia,9.93,31.33,R410A,Reverse Cycle,,http://via.placeholder.com/150/bae2aa412f54?text=SPECIALIZED ENGINEERINGAPH033HA3A
SPECIALIZED ENGINEERING,APH038HA3A,Approved,Ducted,Australia,11.41,36.64,R410A,Reverse Cycle,,http://via.placeholder.com/150/59542c0c8dfe?text=SPECIALIZED ENGINEERINGAPH038HA3A
HITACHI,RAS-60YHA4/RAC-60YHA4,Approved,Non Ducted,Malaysia,1.8,6,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/de28bc251bba?text=HITACHIRAS-60YHA4/RAC-60YHA4
Toshiba,RAV-SM567CTP-E / RAV-SP564ATP-A1,Approved,Non Ducted,Thailand,1.37,5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/89a326760579?text=ToshibaRAV-SM567CTP-E / RAV-SP564ATP-A1
FUJITSU,AUTA30LBLU / AOTA30LGTL,Approved,Non Ducted,Thailand;China,2.57,8.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/4c674af4694b?text=FUJITSUAUTA30LBLU / AOTA30LGTL
Kogan,KASSAIR51GA,Approved,Non Ducted,China,1.5,5.1,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/e351fcf7527c?text=KoganKASSAIR51GA
HITACHI,RAS-70YHA4/RAC-70YHA4,Approved,Non Ducted,Malaysia,2.05,7,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/f645c199919c18?text=HITACHIRAS-70YHA4/RAC-70YHA4
HITACHI,RAS-80YHA4/RAC-80YHA4,Approved,Non Ducted,Malaysia,2.45,8,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c401a115a07de?text=HITACHIRAS-80YHA4/RAC-80YHA4
Mitsubishi Electric,MSZ-EF50VE2W,Approved,Non Ducted,Thailand,1.56,5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/ddff798dab72?text=Mitsubishi ElectricMSZ-EF50VE2W
Mitsubishi Electric,MSZ-EF50VE2B,Approved,Non Ducted,Thailand,1.56,5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/0f70cbf076e10?text=Mitsubishi ElectricMSZ-EF50VE2B
Mitsubishi Electric,MSZ-EF50VE2S,Approved,Non Ducted,Thailand,1.56,5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/26edd154fc499?text=Mitsubishi ElectricMSZ-EF50VE2S
Mitsubishi Electric,MSZ-EF25VE2W,Approved,Non Ducted,Thailand,0.55,2.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/e58aab409d82?text=Mitsubishi ElectricMSZ-EF25VE2W
Mitsubishi Electric,MSZ-EF25VE2B,Approved,Non Ducted,Thailand,0.55,2.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/19886d4fcd54?text=Mitsubishi ElectricMSZ-EF25VE2B
Mitsubishi Electric,MSZ-EF25VE2S,Approved,Non Ducted,Thailand,0.55,2.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/06c151133b58?text=Mitsubishi ElectricMSZ-EF25VE2S
Mitsubishi Electric,MSZ-EF42VE2W,Approved,Non Ducted,Thailand,1.28,4.2,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/f62445ca7c34?text=Mitsubishi ElectricMSZ-EF42VE2W
Mitsubishi Electric,MSZ-EF42VE2B,Approved,Non Ducted,Thailand,1.28,4.2,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c4b5b1313edcd?text=Mitsubishi ElectricMSZ-EF42VE2B
Mitsubishi Electric,MSZ-EF42VE2S,Approved,Non Ducted,Thailand,1.28,4.2,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/cb11939014b10?text=Mitsubishi ElectricMSZ-EF42VE2S
Haier,AS71TE1HRA / 1U71SA1ERA,Approved,Non Ducted,China,2.1,7,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/375b0a473487?text=HaierAS71TE1HRA / 1U71SA1ERA
Haier,AS35TB1HRA / 1U35QA1ERA,Approved,Non Ducted,China,0.96,3.55,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/39c0bc1765cc?text=HaierAS35TB1HRA / 1U35QA1ERA
ACTRON AIR,SRE091C / SRG091E,Approved,Ducted,Australia,2.77,9,R410A,Reverse Cycle,,http://via.placeholder.com/150/86204c6e2a48?text=ACTRON AIRSRE091C / SRG091E
ACTRON AIR,SCA330C / SCA330E,Approved,Ducted,Australia,10.453,33,R410A,Reverse Cycle,,http://via.placeholder.com/150/17db7a799fd12?text=ACTRON AIRSCA330C / SCA330E
ACTRON AIR,PCG330L,Approved,Ducted,Australia,9.94,32.5,R410A,Reverse Cycle,,http://via.placeholder.com/150/a0793d82bfb17?text=ACTRON AIRPCG330L
ACTRON AIR,PCG330L/R,Approved,Ducted,Australia,9.94,32.5,R410A,Reverse Cycle,,http://via.placeholder.com/150/c9d73102b04e?text=ACTRON AIRPCG330L/R
ACTRON AIR,PCG330R,Approved,Ducted,Australia,9.94,32.5,R410A,Reverse Cycle,,http://via.placeholder.com/150/d0a322394c8c?text=ACTRON AIRPCG330R
ACTRON AIR,PCG340L,Approved,Ducted,Australia,9.956,33,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/bae2aa412f54?text=ACTRON AIRPCG340L
ACTRON AIR,PCG340L/R,Approved,Ducted,Australia,9.956,33,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/59542c0c8dfe?text=ACTRON AIRPCG340L/R
ACTRON AIR,PCG340R,Approved,Ducted,Australia,9.956,33,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/de28bc251bba?text=ACTRON AIRPCG340R
