Brand,Model_No,SubmitStatus,Config,Country,Power Input (kW),Cooling Capacity (kW),Refrigerant,Type,Variable Output Compressor,IMG
DAIKIN,RXYMQ6AV,Archived,Non Ducted,Thailand,4.38,16,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c4b5b413edcd?text=DAIKINRXYMQ6AV
DAIKIN,RXYMQ8AY,Archived,Non Ducted,Thailand,6.26,22.4,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/cb11849014b1?text=DAIKINRXYMQ8AY
DAIKIN,RXYMQ9AY,Archived,Non Ducted,Thailand,7.23,24,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/375b0a473478?text=DAIKINRXYMQ9AY
Brivis,HSNBR811,Approved,Non Ducted,China,2.37,8.15,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/39c0bc1765cc?text=BrivisHSNBR811
DUNNAIR,DWAIS06,Approved,Ducted,China,1.62,6.2,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/86204c6e2a39?text=DUNNAIRDWAIS06
Haier,AS71NE1HRE(N*)/1U71SU3ERE,Approved,Non Ducted,China,2.08,7.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/17db7a799fd3?text=HaierAS71NE1HRE(N*)/1U71SU3ERE
Haier,AS71NE1HRE(NF)/1U71SU3ERE,Approved,Non Ducted,China,2.08,7.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/a0793d82bfb8?text=HaierAS71NE1HRE(NF)/1U71SU3ERE
Haier,AS71NE1HRE(NH)/1U71SU3ERE,Approved,Non Ducted,China,2.08,7.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c9d72202b04e?text=HaierAS71NE1HRE(NH)/1U71SU3ERE
Haier,AS26NC1HRA(N*)/126QE3ERA,Approved,Non Ducted,China,0.62,2.7,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/d0a313394c8c?text=HaierAS26NC1HRA(N*)/126QE3ERA
Haier,AS26NC1HRA(NF)/1U26QE3ERA,Approved,Non Ducted,China,0.62,2.7,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/bae2aa412f45?text=HaierAS26NC1HRA(NF)/1U26QE3ERA
Haier,AS26NC1HRA(NH)/1U26QE3ERA,Approved,Non Ducted,China,0.62,2.7,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/59542c0c8dfe?text=HaierAS26NC1HRA(NH)/1U26QE3ERA
DAIKIN,FDYQN250LB / RZQ250L,Approved,Ducted,Thailand,7.85,23.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/de28bc251bba?text=DAIKINFDYQN250LB / RZQ250L
Westinghouse,WIHPD7-28EW4A2/WCHPD7-28EW4A2,Approved,Non Ducted,China,2.37,8.15,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/89a317760570?text=WestinghouseWIHPD7-28EW4A2/WCHPD7-28EW4A2
LG,B18AWYNGMD / B18AWYUGMD,Approved,Ducted,South Korea,1.65,5.1,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/4c674af4694b?text=LGB18AWYNGMD / B18AWYUGMD
SPECIALIZED ENGINEERING,ASCE30HA3A-ASCC030VA3A,Approved,Ducted,Australia,8.404,30.029,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/e351fcf7527c?text=SPECIALIZED ENGINEERINGASCE30HA3A-ASCC030VA3A
SPECIALIZED ENGINEERING,ASHE30HA3A-ASHC030VA3A,Approved,Ducted,Australia,8.404,30.029,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/f645c109919c9?text=SPECIALIZED ENGINEERINGASHE30HA3A-ASHC030VA3A
SPECIALIZED ENGINEERING,ASCE040HA3A/ASCC040VA3A,Approved,Ducted,Australia,12.09,38.7,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/c401a25a07de?text=SPECIALIZED ENGINEERINGASCE040HA3A/ASCC040VA3A
SPECIALIZED ENGINEERING,ASHE040HA3A/ASHC040VA3A,Approved,Ducted,Australia,12.09,38.7,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/ddff708dab63?text=SPECIALIZED ENGINEERINGASHE040HA3A/ASHC040VA3A
SPECIALIZED ENGINEERING,ASCE45HA3A-ASCC045VA3A,Approved,Ducted,Australia,14.266,43.386,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/0f70cbf076e1?text=SPECIALIZED ENGINEERINGASCE45HA3A-ASCC045VA3A
SPECIALIZED ENGINEERING,ASHE45HA3A-ASHC045VA3A,Approved,Ducted,Australia,14.266,43.386,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/26edd64fc490?text=SPECIALIZED ENGINEERINGASHE45HA3A-ASHC045VA3A
MITSUBISHI ELECTRIC,MSZ-FH25VE,Approved,Non Ducted,Thailand,0.51,2.5,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/e58aab409d73?text=MITSUBISHI ELECTRICMSZ-FH25VE
MITSUBISHI ELECTRIC,MSZ-FH25VEHZ,Approved,Non Ducted,Thailand,0.51,2.5,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/19886d4fcd45?text=MITSUBISHI ELECTRICMSZ-FH25VEHZ
MITSUBISHI ELECTRIC,MSZ-FH35VE-A,Approved,Non Ducted,Thailand,0.86,3.5,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/06c142133b49?text=MITSUBISHI ELECTRICMSZ-FH35VE-A
MITSUBISHI ELECTRIC,MSZ-FH35VEHZ,Approved,Non Ducted,Thailand,0.86,3.5,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/f62436ca7c25?text=MITSUBISHI ELECTRICMSZ-FH35VEHZ
MITSUBISHI ELECTRIC,MSZ-FH50VE-A,Approved,Non Ducted,Thailand,1.38,5,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/c4b5b413edcd?text=MITSUBISHI ELECTRICMSZ-FH50VE-A
MITSUBISHI ELECTRIC,MSZ-FH50VEHZ,Approved,Non Ducted,Thailand,1.38,5,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/cb11849014b1?text=MITSUBISHI ELECTRICMSZ-FH50VEHZ
SPECIALIZED ENGINEERING,ASCE024VA3A/ASCC024HA3A,Approved,Ducted,Australia,7,24.6,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/375b0a473478?text=SPECIALIZED ENGINEERINGASCE024VA3A/ASCC024HA3A
SPECIALIZED ENGINEERING,ASHE024VA3A/ASHC024HA3A,Approved,Ducted,Australia,7,24.6,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/39c0bc1765cc?text=SPECIALIZED ENGINEERINGASHE024VA3A/ASHC024HA3A
SPECIALIZED ENGINEERING,ASCE30VA3A-ASCC030HA3A,Approved,Ducted,Australia,8.624,30.028,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/86204c6e2a39?text=SPECIALIZED ENGINEERINGASCE30VA3A-ASCC030HA3A
SPECIALIZED ENGINEERING,ASHE30VA3A-ASHC030HA3A,Approved,Ducted,Australia,8.624,30.028,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/17db7a799fd3?text=SPECIALIZED ENGINEERINGASHE30VA3A-ASHC030HA3A
TEMPERZONE,ISD194KYX/OSA194RKTGH,Approved,Ducted,New Zealand;Australia,5.75,18.7,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/a0793d82bfb8?text=TEMPERZONEISD194KYX/OSA194RKTGH
SPECIALIZED ENGINEERING,APC055HA3B,Approved,Ducted,Australia,17.288,51.324,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/c9d72202b04e?text=SPECIALIZED ENGINEERINGAPC055HA3B
SPECIALIZED ENGINEERING,APH055HA3B,Approved,Ducted,Australia,17.288,51.324,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/d0a313394c8c?text=SPECIALIZED ENGINEERINGAPH055HA3B
SPECIALIZED ENGINEERING,APH(C)055HA3B,Approved,Ducted,Australia,17.288,51.324,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/bae2aa412f45?text=SPECIALIZED ENGINEERINGAPH(C)055HA3B
SPECIALIZED ENGINEERING,ASCE015HA1A/ASCC015VA3A,Approved,Ducted,Australia,4.2,15.2,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/59542c0c8dfe?text=SPECIALIZED ENGINEERINGASCE015HA1A/ASCC015VA3A
SPECIALIZED ENGINEERING,ASHE015HA1A/ASHC015VA3A,Approved,Ducted,Australia,4.2,15.2,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/de28bc251bba?text=SPECIALIZED ENGINEERINGASHE015HA1A/ASHC015VA3A
SPECIALIZED ENGINEERING,APC024HA3B,Approved,Ducted,Australia,7,24.6,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/89a317760570?text=SPECIALIZED ENGINEERINGAPC024HA3B
SPECIALIZED ENGINEERING,APH024HA3B,Approved,Ducted,Australia,7,24.6,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/4c674af4694b?text=SPECIALIZED ENGINEERINGAPH024HA3B
SPECIALIZED ENGINEERING,APH(C)024HA3B,Approved,Ducted,Australia,7,24.6,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/e351fcf7527c?text=SPECIALIZED ENGINEERINGAPH(C)024HA3B
TEMPERZONE,ISD141KYX/OSA141RKSGH,Approved,Ducted,New Zealand;Australia,4.25,13.35,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/f645c109919c9?text=TEMPERZONEISD141KYX/OSA141RKSGH
SPECIALIZED ENGINEERING,ASCE035VA3A/ASCC035HA3A,Approved,Ducted,Australia,9.92,33.066,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/c401a25a07de?text=SPECIALIZED ENGINEERINGASCE035VA3A/ASCC035HA3A
SPECIALIZED ENGINEERING,ASHE035VA3A/ASHC035HA3A,Approved,Ducted,Australia,9.92,33.066,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/ddff708dab63?text=SPECIALIZED ENGINEERINGASHE035VA3A/ASHC035HA3A
TEMPERZONE,ISD141KYX/OSA141RKTGH,Approved,Ducted,Australia;New Zealand,4.19,13.26,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/0f70cbf076e1?text=TEMPERZONEISD141KYX/OSA141RKTGH
TEMPERZONE,HWP225CEKT,Approved,Ducted,New Zealand;Australia,6.22,22.5,R410A,Cooling Only,,http://via.placeholder.com/150/26edd64fc490?text=TEMPERZONEHWP225CEKT
SPECIALIZED ENGINEERING,ASCE018HA1A/ASCC018VA3A,Approved,Ducted,Australia,5,17,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/e58aab409d73?text=SPECIALIZED ENGINEERINGASCE018HA1A/ASCC018VA3A
SPECIALIZED ENGINEERING,ASHE018HA1A/ASHC018VA3A,Approved,Ducted,Australia,5,17,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/19886d4fcd45?text=SPECIALIZED ENGINEERINGASHE018HA1A/ASHC018VA3A
SPECIALIZED ENGINEERING,ASCE012HA1A/ASCC012VA3A,Approved,Ducted,Australia,3.5,12.3,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/06c142133b49?text=SPECIALIZED ENGINEERINGASCE012HA1A/ASCC012VA3A
SPECIALIZED ENGINEERING,ASHE012HA1A/ASHC012VA3A,Approved,Ducted,Australia,3.5,12.3,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/f62436ca7c25?text=SPECIALIZED ENGINEERINGASHE012HA1A/ASHC012VA3A
SPECIALIZED ENGINEERING,ASHC040VA3A/ASHC040HA3A,Approved,Ducted,Australia,11.71,38.61,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/c4b5b413edcd?text=SPECIALIZED ENGINEERINGASHC040VA3A/ASHC040HA3A
SPECIALIZED ENGINEERING,ASHE040VA3A/ASHE040HA3A,Approved,Ducted,Australia,11.71,38.61,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/cb11849014b1?text=SPECIALIZED ENGINEERINGASHE040VA3A/ASHE040HA3A
SPECIALIZED ENGINEERING,ASCE045VA3A/ASCC045HA3A,Approved,Ducted,Australia,13.84,43.65,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/375b0a473478?text=SPECIALIZED ENGINEERINGASCE045VA3A/ASCC045HA3A
SPECIALIZED ENGINEERING,ASHE045VA3A/ASHC045HA3A,Approved,Ducted,Australia,13.84,43.65,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/39c0bc1765cc?text=SPECIALIZED ENGINEERINGASHE045VA3A/ASHC045HA3A
SPECIALIZED ENGINEERING,ASCE020HA1A/ASCC020VA3A,Approved,Ducted,Australia,5.7,20,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/86204c6e2a39?text=SPECIALIZED ENGINEERINGASCE020HA1A/ASCC020VA3A
SPECIALIZED ENGINEERING,ASHE020HA1A/ASHC020VA3A,Approved,Ducted,Australia,5.7,20,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/17db7a799fd3?text=SPECIALIZED ENGINEERINGASHE020HA1A/ASHC020VA3A
SPECIALIZED ENGINEERING,ASCE023HA1A/ASCC023VA3A,Approved,Ducted,Australia,6.9,22.2,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/a0793d82bfb8?text=SPECIALIZED ENGINEERINGASCE023HA1A/ASCC023VA3A
SPECIALIZED ENGINEERING,ASHE023HA1A/ASHC023VA3A,Approved,Ducted,Australia,6.9,22.2,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/c9d72202b04e?text=SPECIALIZED ENGINEERINGASHE023HA1A/ASHC023VA3A
"MITSUBISHI HEAVY INDUSTRIES, LTD.",FDC615KXZE1,Approved,Non Ducted,Thailand,16.86,61.5,R410A,Reverse Cycle,TRUE,"http://via.placeholder.com/150/d0a313394c8c?text=MITSUBISHI HEAVY INDUSTRIES, LTD.FDC615KXZE1"
"MITSUBISHI HEAVY INDUSTRIES, LTD.",FDCL615KXZE1,Approved,Non Ducted,Thailand,16.86,61.5,R410A,Reverse Cycle,TRUE,"http://via.placeholder.com/150/bae2aa412f45?text=MITSUBISHI HEAVY INDUSTRIES, LTD.FDCL615KXZE1"
"MITSUBISHI HEAVY INDUSTRIES, LTD.",FDC(L)615KXZE1,Approved,Non Ducted,Thailand,16.86,61.5,R410A,Reverse Cycle,TRUE,"http://via.placeholder.com/150/59542c0c8dfe?text=MITSUBISHI HEAVY INDUSTRIES, LTD.FDC(L)615KXZE1"
TEMPERZONE,ISD116KYX/OSA116RKSGH,Approved,Ducted,New Zealand;Australia,3.51,11.11,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/de28bc251bba?text=TEMPERZONEISD116KYX/OSA116RKSGH
TEMPERZONE,ISD116KYX/OSA116RKTGH,Approved,Ducted,Australia;New Zealand,3.38,11.08,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/89a317760570?text=TEMPERZONEISD116KYX/OSA116RKTGH
SPECIALIZED ENGINEERING,APC012HA3B,Approved,Ducted,Australia,3.5,12.3,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/4c674af4694b?text=SPECIALIZED ENGINEERINGAPC012HA3B
SPECIALIZED ENGINEERING,APH012HA3B,Approved,Ducted,Australia,3.5,12.3,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/e351fcf7527c?text=SPECIALIZED ENGINEERINGAPH012HA3B
Toshiba,RAV-SM1106BTP-E / RAV-SP1104AT-A1,Approved,Ducted,Thailand;Japan,2.64,10,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/f645c109919c9?text=ToshibaRAV-SM1106BTP-E / RAV-SP1104AT-A1
Toshiba,RAV-SM1406BTP-E / RAV-SP1404AT-A1,Approved,Ducted,Thailand;Japan,3.83,12.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c401a25a07de?text=ToshibaRAV-SM1406BTP-E / RAV-SP1404AT-A1
Toshiba,RAV-SM1406BTP-E / RAV-SP1404AT8-A1,Archived,Ducted,Thailand;Japan,3.86,12.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/ddff708dab63?text=ToshibaRAV-SM1406BTP-E / RAV-SP1404AT8-A1
Toshiba,RAV-SM1103DT-A / RAV-SP1104AT-A1,Approved,Ducted,Japan,3.15,10.4,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/0f70cbf076e1?text=ToshibaRAV-SM1103DT-A / RAV-SP1104AT-A1
Toshiba,RAV-SM1403DT-A / RAV-SP1404AT-A1,Approved,Ducted,Japan,3.66,12.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/f645c119919c10?text=ToshibaRAV-SM1403DT-A / RAV-SP1404AT-A1
Toshiba,RAV-SM1603DT-A / RAV-SM1603AT-A1,Approved,Ducted,Japan,4.1,13.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c401a35a07de?text=ToshibaRAV-SM1603DT-A / RAV-SM1603AT-A1
Toshiba,RAV-SM1603DT-A / RAV-SP1604AT8-A1,Approved,Ducted,Japan,4.12,13.6,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/ddff718dab64?text=ToshibaRAV-SM1603DT-A / RAV-SP1604AT8-A1
Toshiba,RAV-SM2242DT-E / RAV-SM2244AT8-A1,Approved,Ducted,Japan,5.1,16.7,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/0f70cbf076e2?text=ToshibaRAV-SM2242DT-E / RAV-SM2244AT8-A1
Toshiba,RAV-SM2802DT-E / RAV-SM2804AT8-A1,Approved,Ducted,Japan,6.2,20,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/26edd74fc491?text=ToshibaRAV-SM2802DT-E / RAV-SM2804AT8-A1
Toshiba,RAV-SM806KRT-A x 2 / RAV-SP1404AT-A1,Approved,Non Ducted,Thailand;Japan,3.88,12.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/e58aab409d74?text=ToshibaRAV-SM806KRT-A x 2 / RAV-SP1404AT-A1
Elfa,TAC-09F,Approved,Non Ducted,China,0.72,2.7,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/19886d4fcd46?text=ElfaTAC-09F
LG,B24AWYNGMD / B24AWYUGMD,Approved,Ducted,South Korea,2.03,7.1,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/06c143133b50?text=LGB24AWYNGMD / B24AWYUGMD
LG,B36AWYNGMD / B36AWYUGMD,Approved,Ducted,South Korea,3.24,10,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/f62437ca7c26?text=LGB36AWYNGMD / B36AWYUGMD
LG,UTN18WH2/UU18WH2,Approved,Non Ducted,South Korea,1.5,4.7,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c4b5b513edcd?text=LGUTN18WH2/UU18WH2
LG,UTN24WH2/UU24WH2,Approved,Non Ducted,South Korea,1.99,7.1,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/cb11859014b2?text=LGUTN24WH2/UU24WH2
LG,UTN36WH2/UU36WH2,Approved,Non Ducted,South Korea,2.16,9.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/375b0a473479?text=LGUTN36WH2/UU36WH2
LG,UTN48WH2/UU48WH2,Approved,Non Ducted,South Korea,3.82,13.4,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/39c0bc1765cc?text=LGUTN48WH2/UU48WH2
Haier,AS35NC1HRA(N*)/1U35QE3ERA,Approved,Non Ducted,China,0.96,3.55,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/86204c6e2a40?text=HaierAS35NC1HRA(N*)/1U35QE3ERA
Haier,AS35NC1HRA(NF)/1U35QE3ERA,Approved,Non Ducted,China,0.96,3.55,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/17db7a799fd4?text=HaierAS35NC1HRA(NF)/1U35QE3ERA
Haier,AS35NC1HRA(NH)/1U35QE3ERA,Approved,Non Ducted,China,0.96,3.55,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/a0793d82bfb9?text=HaierAS35NC1HRA(NH)/1U35QE3ERA
SPECIALIZED ENGINEERING,ASCE055HA3A/ASCC055VA3A ,Approved,Ducted,Australia,17.22,51.24,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/c9d72302b04e?text=SPECIALIZED ENGINEERINGASCE055HA3A/ASCC055VA3A 
SPECIALIZED ENGINEERING,ASHE055HA3A/ASHC055VA3A,Approved,Ducted,Australia,17.22,51.24,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/d0a314394c8c?text=SPECIALIZED ENGINEERINGASHE055HA3A/ASHC055VA3A
SPECIALIZED ENGINEERING,ASHE055HA3A/ASHC055VA3A ,Approved,Ducted,Australia,17.22,51.24,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/bae2aa412f46?text=SPECIALIZED ENGINEERINGASHE055HA3A/ASHC055VA3A 
Elfa,TAC-18F,Approved,Non Ducted,China,1.5,5,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/59542c0c8dfe?text=ElfaTAC-18F
SPECIALIZED ENGINEERING,APC065HA3B,Approved,Ducted,Australia,19.48,62,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/de28bc251bba?text=SPECIALIZED ENGINEERINGAPC065HA3B
SPECIALIZED ENGINEERING,APH065HA3B,Approved,Ducted,Australia,19.48,62,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/89a318760571?text=SPECIALIZED ENGINEERINGAPH065HA3B
SPECIALIZED ENGINEERING,APH(C)065HA3B,Approved,Ducted,Australia,19.48,62,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/4c674af4694b?text=SPECIALIZED ENGINEERINGAPH(C)065HA3B
LG,B42AWYN7G5A / B42AWYU4G5A,Approved,Ducted,South Korea,4.08,12.3,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/e351fcf7527c?text=LGB42AWYN7G5A / B42AWYU4G5A
MIDEA,FMV09DR,Approved,Non Ducted,China,0.66,2.45,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/f645c119919c10?text=MIDEAFMV09DR
SPECIALIZED ENGINEERING,ASCE065HA3A/ASCC065VA3A ,Approved,Ducted,Australia,19.48,62,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/c401a35a07de?text=SPECIALIZED ENGINEERINGASCE065HA3A/ASCC065VA3A 
SPECIALIZED ENGINEERING,ASHE065HA3A/ASHC065VA3A,Approved,Ducted,Australia,19.48,62,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/ddff718dab64?text=SPECIALIZED ENGINEERINGASHE065HA3A/ASHC065VA3A
MIDEA,FMV12DR,Approved,Non Ducted,China,0.96,3.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/0f70cbf076e2?text=MIDEAFMV12DR
MIDEA,FMV18DR,Approved,Non Ducted,China,1.58,5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/26edd74fc491?text=MIDEAFMV18DR
MIDEA,FMV21DR,Approved,Non Ducted,China,1.94,6.1,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/e58aab409d74?text=MIDEAFMV21DR
MIDEA,FMV24DR,Approved,Non Ducted,China,2.12,6.7,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/19886d4fcd46?text=MIDEAFMV24DR
LG,B55AWYN7G5A / B55AWYU3G5A,Approved,Ducted,South Korea,4.73,14.2,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/06c143133b50?text=LGB55AWYN7G5A / B55AWYU3G5A
LG,ARUN040GSS0,Approved,Ducted,South Korea,3.47,12.1,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/f62437ca7c26?text=LGARUN040GSS0
LG,ARUN050GSS0,Approved,Ducted,South Korea,3.91,14,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c4b5b513edcd?text=LGARUN050GSS0
LG,ARUN060GSS0,Approved,Ducted,South Korea,4.48,15.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/cb11859014b2?text=LGARUN060GSS0
SPECIALIZED ENGINEERING,ASCE024HA3A/ASCC024VA3A ,Approved,Ducted,Australia,7,24.6,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/375b0a473479?text=SPECIALIZED ENGINEERINGASCE024HA3A/ASCC024VA3A 
SPECIALIZED ENGINEERING,ASHE024HA3A/ASHC024VA3A,Approved,Ducted,Australia,7,24.6,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/39c0bc1765cc?text=SPECIALIZED ENGINEERINGASHE024HA3A/ASHC024VA3A
SPECIALIZED ENGINEERING,ASHE024HA3A/ASHC024VA3A ,Approved,Ducted,Australia,7,24.6,R410A,Reverse Cycle,FALSE,http://via.placeholder.com/150/86204c6e2a40?text=SPECIALIZED ENGINEERINGASHE024HA3A/ASHC024VA3A 
Toshiba,RAV-SM1104UTP-E / RAV-SP1104AT-A1,Approved,Non Ducted,Thailand;Japan,2.21,10,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/17db7a799fd4?text=ToshibaRAV-SM1104UTP-E / RAV-SP1104AT-A1
Toshiba,RAV-SM1404UTP-E / RAV-SP1404AT-A1,Approved,Non Ducted,Thailand;Japan,3.16,12.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/a0793d82bfb9?text=ToshibaRAV-SM1404UTP-E / RAV-SP1404AT-A1
Toshiba,RAV-SM1604UTP-E / RAV-SM1603AT-A1,Archived,Non Ducted,Japan;Thailand,4.49,14,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/c9d72302b04e?text=ToshibaRAV-SM1604UTP-E / RAV-SM1603AT-A1
Toshiba,RAV-SM1404UTP-E / RAV-SP1404AT8-A1,Archived,Non Ducted,Thailand;Japan,3.46,12.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/d0a314394c8c?text=ToshibaRAV-SM1404UTP-E / RAV-SP1404AT8-A1
Toshiba,RAV-SM1604UTP-E / RAV-SP1604AT8-A1,Archived,Non Ducted,Thailand;Japan,4.49,14,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/bae2aa412f46?text=ToshibaRAV-SM1604UTP-E / RAV-SP1604AT8-A1
PANASONIC,S-200PE2R5/U-200PE1R8,Approved,Ducted,Malaysia,6.05,20,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/59542c0c8dfe?text=PANASONICS-200PE2R5/U-200PE1R8
Toshiba,RAV-SM1107CTP-E / RAV-SP1104AT-A1,Approved,Non Ducted,Japan;Thailand,2.45,10,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/de28bc251bba?text=ToshibaRAV-SM1107CTP-E / RAV-SP1104AT-A1
Toshiba,RAV-SM1407CTP-E / RAV-SP1404AT-A1,Approved,Non Ducted,Thailand;Japan,3.9,12.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/89a318760571?text=ToshibaRAV-SM1407CTP-E / RAV-SP1404AT-A1
Haier,HSU-71HEK03/R2(DB),Approved,Non Ducted,China,2.2,7,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/4c674af4694b?text=HaierHSU-71HEK03/R2(DB)
Toshiba,RAV-SM1407CTP-E / RAV-SP1404AT8-A1,Approved,Non Ducted,Thailand;Japan,3.72,12.5,R410A,Reverse Cycle,TRUE,http://via.placeholder.com/150/e351fcf7527c?text=ToshibaRAV-SM1407CTP-E / RAV-SP1404AT8-A1
